CustomerID,TotalRevenue,TotalOrders,AvgOrderValue,LifespanDays,FirstPurchase,LastPurchase
17612,2048.45,6,341.4083333333333,244,2011-02-15,2011-10-17
14232,2048.07,5,409.61400000000003,221,2011-03-20,2011-10-28
17625,2047.0,4,511.75,239,2011-03-27,2011-11-21
13495,2044.8700000000001,5,408.97400000000005,360,2010-12-06,2011-12-02
17597,2044.3700000000001,1,2044.3700000000001,0,2011-05-10,2011-05-10
17090,2043.95,7,291.99285714285713,349,2010-12-20,2011-12-05
13450,2043.7199999999998,6,340.61999999999995,191,2011-05-05,2011-11-13
14001,2043.0800000000002,3,681.0266666666668,327,2010-12-01,2011-10-25
12585,2040.1,2,1020.05,117,2010-12-23,2011-04-19
13593,2037.0800000000002,5,407.41600000000005,227,2011-01-07,2011-08-23
18069,2036.67,5,407.334,301,2011-01-16,2011-11-13
17846,2033.1,1,2033.1,0,2011-09-15,2011-09-15
13630,2031.78,7,290.2542857142857,280,2011-02-27,2011-12-04
16409,2028.88,5,405.776,281,2011-01-26,2011-11-03
17337,2027.8700000000001,4,506.96750000000003,158,2011-02-02,2011-07-11
16358,2027.5,4,506.875,183,2011-06-08,2011-12-08
14544,2024.45,2,1012.225,337,2010-12-13,2011-11-15
15341,2020.52,1,2020.52,0,2011-09-20,2011-09-20
14506,2012.17,5,402.434,351,2010-12-05,2011-11-22
15531,2007.44,2,1003.72,22,2011-11-09,2011-12-01
15372,2007.3999999999999,1,2007.3999999999999,0,2011-07-25,2011-07-25
16098,2005.63,7,286.5185714285714,286,2010-12-01,2011-09-13
14730,2005.06,8,250.6325,275,2011-03-08,2011-12-08
14217,2004.98,17,117.94,364,2010-12-08,2011-12-08
14462,2004.02,11,182.18363636363637,273,2011-01-04,2011-10-04
17082,2003.85,2,1001.925,285,2011-01-25,2011-11-06
16754,2002.4,1,2002.4,0,2010-12-02,2010-12-02
15493,2001.8,5,400.36,238,2011-03-14,2011-11-07
18188,2001.04,3,667.0133333333333,275,2011-02-22,2011-11-24
13305,2000.86,10,200.08599999999998,368,2010-12-02,2011-12-05
16698,1998.0,2,999.0,26,2011-03-31,2011-04-27
17827,1995.46,5,399.092,359,2010-12-10,2011-12-04
18204,1993.7,3,664.5666666666667,121,2011-05-31,2011-09-29
17679,1992.1100000000001,2,996.0550000000001,32,2011-09-15,2011-10-18
17088,1991.01,4,497.7525,225,2011-03-31,2011-11-11
13246,1987.3,6,331.21666666666664,312,2011-01-13,2011-11-21
13590,1981.92,6,330.32,291,2011-02-09,2011-11-28
13725,1980.56,8,247.57,258,2011-02-04,2011-10-21
17422,1979.37,6,329.895,279,2011-02-16,2011-11-23
16341,1971.87,4,492.9675,176,2011-05-22,2011-11-15
17997,1970.6699999999998,8,246.33374999999998,89,2011-06-28,2011-09-26
12674,1970.6,4,492.65,169,2011-05-16,2011-11-01
17790,1965.55,14,140.39642857142857,338,2010-12-10,2011-11-13
17218,1960.72,10,196.072,363,2010-12-06,2011-12-05
15351,1960.1100000000001,7,280.0157142857143,357,2010-12-05,2011-11-27
14498,1957.32,5,391.464,319,2010-12-13,2011-10-28
12853,1957.1000000000001,6,326.18333333333334,181,2011-01-28,2011-07-28
17554,1952.45,5,390.49,146,2011-07-14,2011-12-08
14533,1949.72,7,278.5314285714286,328,2010-12-22,2011-11-15
14653,1947.55,7,278.2214285714286,337,2011-01-05,2011-12-08
15814,1945.33,4,486.3325,33,2011-10-20,2011-11-23
15518,1942.45,8,242.80625,268,2011-01-11,2011-10-06
14418,1937.25,3,645.75,104,2011-08-23,2011-12-06
14472,1936.84,8,242.105,251,2010-12-19,2011-08-28
15864,1936.3200000000002,6,322.72,293,2011-01-27,2011-11-17
15157,1936.07,3,645.3566666666667,354,2010-12-16,2011-12-06
12528,1933.48,6,322.24666666666667,303,2011-01-31,2011-11-30
14655,1932.23,4,483.0575,214,2011-05-01,2011-12-01
14978,1931.42,5,386.284,258,2011-01-13,2011-09-28
16983,1931.25,7,275.89285714285717,356,2010-12-05,2011-11-27
13094,1927.3200000000002,12,160.61,347,2010-12-06,2011-11-18
16942,1920.59,9,213.39888888888888,215,2011-04-26,2011-11-27
15021,1914.82,9,212.75777777777776,357,2010-12-08,2011-12-01
17368,1912.67,8,239.08375,314,2011-01-06,2011-11-16
14285,1910.01,4,477.5025,155,2011-06-16,2011-11-18
16426,1908.25,10,190.825,273,2011-03-08,2011-12-07
17228,1906.09,8,238.26125,356,2010-12-02,2011-11-24
14210,1905.8400000000001,6,317.64000000000004,265,2010-12-03,2011-08-26
15819,1905.45,4,476.3625,227,2011-03-08,2011-10-21
14250,1904.05,3,634.6833333333333,82,2011-09-11,2011-12-02
12762,1898.52,2,949.26,17,2011-11-14,2011-12-02
17463,1896.41,5,379.28200000000004,296,2011-01-30,2011-11-23
17870,1894.35,12,157.86249999999998,364,2010-12-08,2011-12-07
14934,1890.94,2,945.47,200,2011-03-02,2011-09-19
12371,1887.96,2,943.98,14,2011-10-11,2011-10-26
15641,1887.2,4,471.8,253,2010-12-15,2011-08-26
16170,1885.05,6,314.175,197,2011-04-05,2011-10-20
13890,1883.8100000000002,10,188.38100000000003,357,2010-12-16,2011-12-08
16128,1880.22,5,376.044,264,2011-03-02,2011-11-22
17738,1879.05,4,469.7625,262,2011-03-02,2011-11-20
15367,1877.59,4,469.3975,218,2011-03-09,2011-10-13
17293,1875.1100000000001,9,208.34555555555556,352,2010-12-13,2011-12-01
16986,1873.2,2,936.6,0,2011-11-09,2011-11-10
13982,1871.81,4,467.9525,326,2010-12-09,2011-10-31
16474,1871.5,7,267.35714285714283,137,2011-07-17,2011-12-02
17469,1870.97,5,374.194,188,2011-05-19,2011-11-23
16841,1869.82,6,311.63666666666666,250,2011-02-25,2011-11-03
14524,1867.68,9,207.52,329,2010-12-14,2011-11-08
17787,1865.19,4,466.2975,218,2010-12-03,2011-07-10
16201,1863.47,4,465.8675,106,2011-08-22,2011-12-06
14887,1862.0,1,1862.0,0,2011-09-21,2011-09-21
12423,1859.31,8,232.41375,352,2010-12-21,2011-12-09
17873,1859.16,5,371.832,293,2010-12-01,2011-09-20
14305,1858.96,3,619.6533333333333,64,2011-07-27,2011-09-29
12963,1856.63,8,232.07875,357,2010-12-09,2011-12-01
16979,1852.0,6,308.6666666666667,294,2011-02-15,2011-12-06
13421,1851.08,2,925.54,249,2011-02-22,2011-10-30
12383,1850.56,5,370.11199999999997,167,2010-12-22,2011-06-08
12381,1845.31,5,369.062,115,2011-08-12,2011-12-05
17519,1844.02,6,307.33666666666664,351,2010-12-06,2011-11-22
18180,1843.75,6,307.2916666666667,137,2011-07-20,2011-12-05
12950,1843.0,3,614.3333333333334,21,2011-11-15,2011-12-07
17015,1842.56,3,614.1866666666666,156,2011-06-07,2011-11-11
16102,1842.14,3,614.0466666666667,86,2011-08-03,2011-10-28
16455,1841.18,7,263.0257142857143,307,2010-12-03,2011-10-07
14113,1840.42,4,460.105,351,2010-12-20,2011-12-06
14216,1839.3,4,459.825,34,2011-11-02,2011-12-06
13924,1838.8500000000001,6,306.475,70,2011-09-28,2011-12-08
14459,1837.92,1,1837.92,0,2011-07-07,2011-07-07
18287,1837.28,3,612.4266666666666,158,2011-05-22,2011-10-28
13650,1836.34,6,306.0566666666667,250,2011-03-17,2011-11-23
15827,1836.0900000000001,14,131.14928571428572,299,2010-12-02,2011-09-27
13048,1835.91,4,458.9775,312,2011-01-16,2011-11-25
14665,1835.7,5,367.14,250,2011-02-02,2011-10-10
16152,1829.04,1,1829.04,0,2011-03-16,2011-03-16
15203,1827.8,6,304.6333333333333,285,2011-02-01,2011-11-14
18122,1826.21,6,304.36833333333334,142,2011-07-12,2011-12-01
17702,1824.37,4,456.0925,175,2011-05-17,2011-11-09
16153,1824.23,5,364.846,305,2010-12-20,2011-10-21
17705,1823.52,9,202.61333333333334,298,2011-02-11,2011-12-06
16169,1822.97,4,455.7425,67,2011-09-25,2011-12-01
17828,1820.09,4,455.0225,162,2011-06-08,2011-11-17
17629,1814.12,8,226.765,354,2010-12-15,2011-12-04
15260,1810.77,7,258.68142857142857,272,2010-12-02,2011-08-31
13481,1804.56,5,360.912,211,2011-03-28,2011-10-25
17663,1802.91,7,257.55857142857144,261,2011-02-25,2011-11-14
15812,1801.14,5,360.228,210,2011-01-26,2011-08-24
16249,1800.07,5,360.014,186,2011-04-14,2011-10-18
13562,1799.33,3,599.7766666666666,163,2011-04-08,2011-09-19
13196,1797.78,4,449.445,250,2011-03-22,2011-11-28
17750,1797.57,9,199.73,158,2011-06-28,2011-12-04
17648,1797.5,4,449.375,188,2011-04-04,2011-10-10
12348,1797.24,4,449.31,282,2010-12-16,2011-09-25
18235,1796.48,3,598.8266666666667,145,2011-05-06,2011-09-29
13134,1793.58,4,448.395,154,2011-04-13,2011-09-15
18179,1793.17,6,298.8616666666667,327,2011-01-07,2011-11-30
13510,1791.56,4,447.89,182,2011-06-09,2011-12-08
16719,1790.42,7,255.77428571428572,353,2010-12-06,2011-11-25
12523,1789.77,11,162.70636363636365,312,2011-01-12,2011-11-20
14215,1789.72,6,298.2866666666667,356,2010-12-06,2011-11-28
14621,1788.3600000000001,5,357.672,357,2010-12-16,2011-12-08
13875,1786.79,5,357.358,247,2011-02-11,2011-10-17
14608,1785.15,4,446.2875,358,2010-12-12,2011-12-05
14935,1784.71,1,1784.71,0,2011-02-15,2011-02-15
15050,1782.09,3,594.03,46,2011-09-29,2011-11-14
16380,1780.59,1,1780.59,0,2011-10-09,2011-10-09
15220,1778.96,6,296.49333333333334,229,2011-03-04,2011-10-19
17092,1777.78,4,444.445,227,2011-03-07,2011-10-20
12645,1775.18,4,443.795,282,2011-01-27,2011-11-06
17754,1772.26,5,354.452,259,2011-03-24,2011-12-09
15594,1771.78,5,354.356,218,2011-04-19,2011-11-24
15473,1771.2,7,253.02857142857144,46,2011-10-10,2011-11-25
17813,1770.8799999999999,5,354.176,57,2011-09-29,2011-11-25
14387,1770.56,3,590.1866666666666,76,2011-08-22,2011-11-07
16681,1770.34,6,295.0566666666667,180,2011-03-31,2011-09-28
13456,1766.72,6,294.4533333333333,189,2011-05-16,2011-11-22
15950,1765.51,4,441.3775,327,2010-12-15,2011-11-08
16751,1764.72,1,1764.72,0,2011-11-09,2011-11-09
12424,1760.96,2,880.48,0,2011-06-30,2011-06-30
12823,1759.5,5,351.9,221,2011-02-16,2011-09-26
12349,1757.55,1,1757.55,0,2011-11-21,2011-11-21
15241,1756.44,8,219.555,216,2011-03-01,2011-10-04
16359,1750.92,9,194.54666666666668,324,2011-01-12,2011-12-02
13564,1749.02,3,583.0066666666667,223,2010-12-06,2011-07-18
13808,1747.66,5,349.53200000000004,91,2011-09-04,2011-12-04
15067,1744.76,3,581.5866666666667,204,2011-03-02,2011-09-22
13157,1741.22,4,435.305,248,2011-02-14,2011-10-21
14595,1740.6,6,290.09999999999997,293,2011-01-30,2011-11-20
17930,1740.48,5,348.096,203,2011-04-14,2011-11-04
17353,1740.0,2,870.0,25,2011-07-08,2011-08-02
17457,1737.7,5,347.54,212,2011-01-04,2011-08-05
14673,1736.4,5,347.28000000000003,364,2010-12-07,2011-12-06
17043,1735.18,4,433.795,234,2011-03-18,2011-11-07
16791,1721.78,7,245.96857142857144,303,2011-01-11,2011-11-10
17451,1721.4,7,245.91428571428574,104,2011-08-26,2011-12-08
14834,1720.3,6,286.71666666666664,222,2011-04-13,2011-11-22
15267,1717.36,5,343.472,160,2011-06-10,2011-11-17
17162,1715.46,10,171.546,276,2011-02-07,2011-11-11
13763,1714.96,1,1714.96,0,2011-10-07,2011-10-07
17147,1714.59,4,428.6475,289,2011-02-01,2011-11-17
14441,1712.89,4,428.2225,254,2011-03-29,2011-12-09
12405,1710.39,1,1710.39,0,2011-07-14,2011-07-14
15947,1708.24,1,1708.24,0,2011-09-18,2011-09-18
12407,1708.1200000000001,5,341.624,214,2011-03-20,2011-10-21
16902,1706.88,1,1706.88,0,2011-08-15,2011-08-15
15240,1706.57,5,341.31399999999996,267,2011-02-01,2011-10-26
16398,1705.8,2,852.9,99,2011-03-31,2011-07-08
17282,1703.41,3,567.8033333333334,169,2011-02-13,2011-08-01
12843,1702.26,8,212.7825,198,2011-03-20,2011-10-05
16007,1701.94,4,425.485,167,2011-05-08,2011-10-23
13184,1701.29,10,170.129,275,2011-02-22,2011-11-25
17193,1699.3000000000002,7,242.7571428571429,141,2011-06-16,2011-11-04
13824,1698.94,5,339.788,277,2011-02-02,2011-11-07
16775,1695.66,11,154.1509090909091,357,2010-12-07,2011-11-29
12764,1693.88,1,1693.88,0,2011-01-27,2011-01-27
14245,1693.45,2,846.725,43,2011-03-21,2011-05-04
15549,1693.26,3,564.42,239,2011-01-27,2011-09-23
16813,1692.98,10,169.298,196,2011-05-19,2011-12-01
16671,1692.27,3,564.09,136,2011-06-28,2011-11-11
15380,1690.2600000000002,5,338.052,356,2010-12-09,2011-12-01
17152,1689.5,3,563.1666666666666,68,2011-03-21,2011-05-29
12635,1689.18,2,844.59,65,2011-07-08,2011-09-11
13162,1688.29,4,422.0725,212,2011-01-09,2011-08-09
13577,1687.6000000000001,4,421.90000000000003,216,2011-04-12,2011-11-14
16638,1680.72,10,168.072,346,2010-12-06,2011-11-17
13647,1678.1200000000001,4,419.53000000000003,225,2011-04-19,2011-11-30
13149,1676.06,4,419.015,274,2011-02-23,2011-11-25
17656,1674.69,5,334.938,55,2011-08-03,2011-09-27
16115,1667.97,8,208.49625,282,2011-02-20,2011-11-30
12912,1662.3,5,332.46,37,2011-10-30,2011-12-07
12530,1662.28,4,415.57,277,2011-01-07,2011-10-11
13012,1661.8400000000001,8,207.73000000000002,285,2011-02-18,2011-11-30
15214,1661.44,8,207.68,241,2011-04-11,2011-12-08
15024,1661.33,10,166.13299999999998,357,2010-12-07,2011-11-30
15332,1661.06,4,415.265,3,2010-12-05,2010-12-08
12967,1660.9,2,830.45,13,2010-12-03,2010-12-16
14045,1659.75,4,414.9375,264,2010-12-01,2011-08-22
15953,1659.3799999999999,8,207.42249999999999,354,2010-12-05,2011-11-24
15826,1654.31,3,551.4366666666666,154,2011-05-13,2011-10-14
14573,1653.42,9,183.71333333333334,192,2010-12-02,2011-06-13
17284,1652.58,6,275.43,276,2011-01-07,2011-10-10
16711,1651.03,5,330.206,354,2010-12-17,2011-12-06
14837,1649.5,4,412.375,111,2011-05-22,2011-09-11
13750,1647.26,5,329.452,283,2011-01-07,2011-10-17
12657,1643.18,4,410.795,67,2011-09-22,2011-11-28
15002,1641.76,4,410.44,251,2010-12-07,2011-08-16
13627,1638.47,5,327.694,298,2010-12-17,2011-10-11
12398,1635.6599999999999,1,1635.6599999999999,0,2011-10-25,2011-10-25
15122,1633.78,3,544.5933333333334,183,2011-02-15,2011-08-17
14164,1631.77,2,815.885,10,2011-09-20,2011-09-30
17673,1629.12,6,271.52,318,2011-01-23,2011-12-08
12377,1628.12,2,814.06,39,2010-12-20,2011-01-28
16515,1627.13,5,325.42600000000004,259,2011-02-01,2011-10-18
14759,1625.97,3,541.99,228,2011-04-21,2011-12-05
16987,1625.05,7,232.15,202,2011-05-18,2011-12-06
13425,1624.21,3,541.4033333333333,186,2011-02-18,2011-08-23
15172,1624.05,5,324.81,227,2011-04-17,2011-12-01
14937,1621.88,3,540.6266666666667,73,2011-08-01,2011-10-14
17101,1621.73,4,405.4325,167,2011-06-14,2011-11-29
14178,1620.93,7,231.5614285714286,173,2011-06-10,2011-12-01
16801,1619.73,4,404.9325,110,2011-03-11,2011-06-29
18161,1618.69,5,323.738,304,2011-01-24,2011-11-24
14336,1614.91,4,403.7275,259,2011-03-08,2011-11-23
16992,1614.31,5,322.86199999999997,274,2011-02-28,2011-11-29
15791,1612.69,2,806.345,160,2011-05-19,2011-10-27
14312,1611.59,6,268.5983333333333,290,2011-01-06,2011-10-24
13614,1610.46,4,402.615,306,2011-01-13,2011-11-15
14918,1610.15,2,805.075,38,2011-07-08,2011-08-16
12868,1607.0600000000002,6,267.84333333333336,187,2010-12-01,2011-06-07
16817,1604.75,9,178.30555555555554,365,2010-12-06,2011-12-07
12947,1603.99,6,267.33166666666665,229,2010-12-01,2011-07-19
16466,1603.46,7,229.06571428571428,258,2011-02-20,2011-11-06
14719,1602.13,5,320.42600000000004,247,2011-04-04,2011-12-08
14587,1601.14,9,177.90444444444447,312,2011-01-12,2011-11-21
15660,1600.86,9,177.87333333333333,340,2010-12-09,2011-11-14
16496,1599.52,3,533.1733333333333,308,2011-01-27,2011-12-01
13850,1595.48,1,1595.48,0,2011-08-02,2011-08-02
17837,1593.38,8,199.1725,120,2011-06-29,2011-10-28
16332,1593.2,7,227.6,277,2011-02-07,2011-11-11
16676,1592.1200000000001,4,398.03000000000003,303,2011-01-06,2011-11-06
14970,1592.06,4,398.015,248,2011-01-27,2011-10-02
15611,1591.45,13,122.41923076923078,325,2011-01-09,2011-11-30
18178,1590.81,4,397.7025,235,2010-12-10,2011-08-03
14442,1589.82,2,794.91,112,2011-01-27,2011-05-19
12393,1582.6000000000001,4,395.65000000000003,260,2011-01-11,2011-09-28
15532,1580.93,4,395.2325,332,2010-12-16,2011-11-14
12607,1579.51,1,1579.51,0,2011-10-10,2011-10-10
13814,1579.12,2,789.56,44,2011-07-25,2011-09-08
16889,1578.67,3,526.2233333333334,142,2011-01-07,2011-05-29
13186,1575.89,3,525.2966666666667,89,2011-08-03,2011-10-31
13634,1575.16,5,315.03200000000004,293,2011-01-16,2011-11-06
13659,1573.2,2,786.6,115,2011-01-23,2011-05-18
17671,1572.71,4,393.1775,349,2010-12-09,2011-11-24
16283,1570.81,5,314.162,202,2011-05-15,2011-12-04
12865,1568.23,2,784.115,97,2011-08-08,2011-11-13
15906,1567.69,7,223.9557142857143,235,2011-03-29,2011-11-20
15111,1567.48,3,522.4933333333333,343,2010-12-02,2011-11-10
17085,1566.65,5,313.33000000000004,239,2010-12-12,2011-08-08
17204,1564.56,4,391.14,88,2011-03-21,2011-06-17
18239,1561.6100000000001,5,312.322,153,2010-12-02,2011-05-05
14038,1560.38,3,520.1266666666667,128,2011-05-16,2011-09-22
16394,1555.34,5,311.068,232,2011-02-23,2011-10-14
13313,1555.32,5,311.06399999999996,317,2011-01-04,2011-11-17
16369,1553.66,3,517.8866666666667,178,2011-05-27,2011-11-21
15620,1553.18,3,517.7266666666667,301,2010-12-16,2011-10-14
15117,1551.78,5,310.356,200,2011-05-08,2011-11-25
13320,1548.7,4,387.175,135,2011-05-10,2011-09-22
14229,1547.2,3,515.7333333333333,281,2011-01-10,2011-10-19
14704,1546.91,9,171.8788888888889,168,2011-06-12,2011-11-28
16790,1545.6200000000001,6,257.60333333333335,34,2011-11-02,2011-12-06
13397,1544.13,5,308.826,266,2011-01-04,2011-09-28
15701,1542.14,4,385.535,108,2011-08-21,2011-12-07
12818,1542.08,1,1542.08,0,2011-03-23,2011-03-23
16365,1540.42,9,171.1577777777778,349,2010-12-07,2011-11-22
17159,1538.88,3,512.96,150,2011-06-21,2011-11-18
13849,1537.95,2,768.975,119,2011-06-22,2011-10-19
12877,1535.77,12,127.98083333333334,354,2010-12-16,2011-12-06
15392,1535.53,4,383.8825,355,2010-12-14,2011-12-05
15625,1534.26,4,383.565,131,2011-04-18,2011-08-28
13107,1531.6200000000001,4,382.90500000000003,289,2011-01-10,2011-10-26
12759,1531.44,3,510.48,223,2011-03-09,2011-10-18
14321,1530.75,5,306.15,322,2011-01-10,2011-11-29
14567,1530.3600000000001,2,765.1800000000001,73,2011-08-01,2011-10-14
15916,1528.09,8,191.01125,350,2010-12-08,2011-11-23
16244,1522.75,2,761.375,160,2010-12-02,2011-05-12
16434,1522.25,7,217.46428571428572,270,2011-02-13,2011-11-10
16066,1521.87,5,304.37399999999997,107,2011-08-07,2011-11-23
13764,1521.76,3,507.25333333333333,266,2011-01-06,2011-09-30
13213,1520.58,5,304.116,142,2011-05-24,2011-10-14
16880,1519.08,7,217.01142857142855,158,2011-06-03,2011-11-09
14267,1516.24,3,505.41333333333336,97,2011-03-24,2011-06-30
13791,1516.0,2,758.0,40,2011-06-24,2011-08-04
16748,1515.9,5,303.18,316,2011-01-09,2011-11-22
16053,1511.95,2,755.975,89,2011-08-09,2011-11-07
16910,1510.06,8,188.7575,86,2011-09-09,2011-12-05
16279,1509.58,3,503.1933333333333,155,2011-06-16,2011-11-18
16016,1508.76,8,188.595,363,2010-12-08,2011-12-06
15265,1506.1200000000001,2,753.0600000000001,84,2011-04-18,2011-07-11
12937,1504.27,4,376.0675,252,2011-03-17,2011-11-24
15530,1502.35,4,375.5875,225,2011-04-07,2011-11-18
16762,1501.38,3,500.46000000000004,124,2011-07-18,2011-11-20
13810,1499.01,3,499.67,27,2011-10-14,2011-11-11
17571,1498.51,4,374.6275,248,2011-02-14,2011-10-20
14414,1496.98,7,213.8542857142857,267,2010-12-16,2011-09-09
16755,1496.83,3,498.9433333333333,201,2011-01-28,2011-08-17
17002,1493.73,3,497.91,205,2011-02-22,2011-09-15
15057,1489.5,2,744.75,40,2011-01-28,2011-03-09
13110,1488.67,7,212.66714285714286,279,2011-02-01,2011-11-08
13692,1488.32,3,496.1066666666666,211,2011-04-17,2011-11-15
14963,1487.8,5,297.56,173,2011-06-09,2011-11-30
17553,1487.6,1,1487.6,0,2011-08-02,2011-08-02
16395,1486.9,5,297.38,270,2011-01-13,2011-10-10
14878,1485.54,9,165.06,345,2010-12-16,2011-11-27
14758,1484.06,4,371.015,114,2011-03-25,2011-07-18
18016,1483.56,5,296.712,331,2010-12-10,2011-11-07
15427,1483.14,3,494.38000000000005,13,2011-10-23,2011-11-06
17590,1479.22,3,493.0733333333333,37,2011-10-30,2011-12-07
14403,1475.81,4,368.9525,116,2011-04-06,2011-08-01
15983,1475.02,4,368.755,351,2010-12-01,2011-11-17
12826,1474.72,7,210.67428571428573,362,2010-12-09,2011-12-07
14404,1474.32,6,245.72,335,2010-12-05,2011-11-06
14246,1474.06,3,491.3533333333333,135,2011-04-08,2011-08-21
15128,1471.0,4,367.75,159,2011-05-04,2011-10-10
16348,1469.45,7,209.92142857142858,207,2011-04-13,2011-11-07
14875,1465.3200000000002,2,732.6600000000001,155,2011-03-22,2011-08-24
12882,1463.04,2,731.52,24,2011-11-06,2011-11-30
14233,1462.72,4,365.68,268,2011-01-26,2011-10-21
14541,1461.65,8,182.70625,260,2011-01-24,2011-10-12
17063,1461.14,7,208.73428571428573,268,2011-02-23,2011-11-18
16059,1459.8600000000001,6,243.31000000000003,301,2010-12-07,2011-10-05
16996,1456.96,6,242.82666666666668,323,2010-12-21,2011-11-09
13309,1456.79,5,291.358,301,2011-02-04,2011-12-02
13477,1454.58,6,242.42999999999998,253,2011-02-21,2011-11-02
15987,1451.28,7,207.32571428571427,356,2010-12-06,2011-11-27
14740,1448.21,3,482.7366666666667,86,2011-03-01,2011-05-26
15426,1447.39,5,289.478,350,2010-12-05,2011-11-20
14591,1447.14,4,361.785,197,2011-05-10,2011-11-24
17073,1446.09,4,361.5225,91,2011-08-22,2011-11-22
13717,1445.01,6,240.835,266,2011-02-14,2011-11-07
13461,1445.0,3,481.6666666666667,124,2011-06-29,2011-11-01
17175,1443.69,4,360.9225,252,2011-02-16,2011-10-26
15478,1441.42,2,720.71,16,2011-10-14,2011-10-30
15858,1438.85,5,287.77,351,2010-12-07,2011-11-24
14071,1438.82,8,179.8525,261,2011-03-20,2011-12-06
13159,1437.85,4,359.4625,106,2011-08-16,2011-12-01
14566,1432.0,1,1432.0,0,2011-08-21,2011-08-21
16503,1431.93,4,357.9825,253,2010-12-14,2011-08-25
13475,1431.78,4,357.945,107,2011-02-14,2011-06-01
16103,1429.64,6,238.27333333333334,226,2011-04-20,2011-12-02
16271,1429.24,5,285.848,355,2010-12-16,2011-12-07
14035,1428.02,5,285.604,268,2011-02-15,2011-11-11
15681,1426.16,5,285.232,255,2011-03-04,2011-11-14
15106,1422.52,5,284.504,251,2011-03-15,2011-11-22
16463,1422.4,4,355.6,182,2011-05-19,2011-11-18
16571,1421.69,3,473.8966666666667,255,2011-03-03,2011-11-13
14019,1421.61,3,473.86999999999995,91,2011-07-24,2011-10-24
14901,1421.29,9,157.92111111111112,361,2010-12-02,2011-11-28
14443,1420.2,4,355.05,314,2010-12-06,2011-10-17
17288,1419.73,7,202.81857142857143,349,2010-12-16,2011-11-30
16173,1418.32,6,236.38666666666666,82,2011-09-02,2011-11-24
15444,1418.26,2,709.13,31,2011-10-30,2011-11-30
18116,1418.03,8,177.25375,296,2010-12-10,2011-10-03
17856,1418.03,4,354.5075,279,2011-03-03,2011-12-08
14649,1417.29,4,354.3225,207,2011-05-11,2011-12-05
14748,1415.75,5,283.15,339,2010-12-06,2011-11-10
16012,1415.29,3,471.7633333333333,119,2011-07-07,2011-11-04
16245,1413.66,3,471.22,233,2011-03-28,2011-11-16
17004,1412.94,2,706.47,46,2011-09-08,2011-10-24
15237,1412.32,4,353.08,225,2011-04-26,2011-12-08
15596,1406.59,5,281.318,264,2010-12-09,2011-08-31
17083,1405.78,3,468.5933333333333,194,2011-02-09,2011-08-22
15563,1400.44,4,350.11,336,2010-12-16,2011-11-17
14741,1400.34,6,233.39,361,2010-12-02,2011-11-28
18202,1396.99,3,465.66333333333336,111,2011-02-01,2011-05-24
13995,1393.69,5,278.738,230,2011-04-08,2011-11-24
17354,1393.06,1,1393.06,0,2011-10-20,2011-10-20
15810,1391.98,4,347.995,218,2011-02-16,2011-09-22
15051,1391.61,3,463.86999999999995,127,2011-07-12,2011-11-16
13414,1390.5,3,463.5,162,2011-02-16,2011-07-29
13516,1389.41,3,463.1366666666667,217,2011-04-15,2011-11-18
15898,1388.88,5,277.776,367,2010-12-06,2011-12-08
16539,1388.81,4,347.2025,370,2010-12-01,2011-12-07
15453,1388.37,7,198.3385714285714,185,2011-06-05,2011-12-08
15134,1387.99,8,173.49875,225,2011-04-13,2011-11-25
12952,1387.79,4,346.9475,72,2011-09-22,2011-12-04
17676,1387.68,6,231.28,362,2010-12-08,2011-12-05
12775,1386.04,5,277.20799999999997,294,2011-02-01,2011-11-22
13308,1385.51,3,461.83666666666664,180,2011-05-20,2011-11-17
18167,1384.8600000000001,3,461.62000000000006,82,2011-08-26,2011-11-16
17311,1384.85,2,692.425,238,2011-01-27,2011-09-22
13572,1384.25,1,1384.25,0,2011-05-18,2011-05-18
14507,1383.18,6,230.53,252,2011-03-08,2011-11-16
14116,1382.74,5,276.548,101,2011-08-10,2011-11-20
16389,1382.07,4,345.5175,229,2011-03-01,2011-10-17
16726,1382.02,5,276.404,335,2010-12-13,2011-11-13
17621,1379.9,3,459.9666666666667,333,2010-12-20,2011-11-18
12886,1378.4,2,689.2,151,2011-05-04,2011-10-03
15569,1375.71,5,275.142,228,2011-01-11,2011-08-28
16669,1374.8700000000001,3,458.29,54,2011-09-22,2011-11-16
14434,1372.8,6,228.79999999999998,50,2011-09-28,2011-11-18
15095,1370.6,4,342.65,99,2011-05-20,2011-08-28
13813,1366.8600000000001,4,341.71500000000003,95,2011-07-28,2011-10-31
14897,1366.38,4,341.595,289,2011-02-16,2011-12-02
13396,1360.99,2,680.495,290,2011-01-24,2011-11-10
14102,1360.28,5,272.056,39,2011-10-26,2011-12-04
15411,1358.88,4,339.72,156,2011-06-10,2011-11-13
13232,1357.6,7,193.94285714285712,230,2011-04-10,2011-11-27
17054,1356.33,5,271.26599999999996,216,2011-04-08,2011-11-11
14859,1353.74,4,338.435,191,2011-05-19,2011-11-27
14064,1353.74,5,270.748,245,2011-03-10,2011-11-10
15116,1352.75,4,338.1875,187,2011-05-19,2011-11-22
16079,1352.0,3,450.6666666666667,23,2011-10-30,2011-11-23
16493,1351.63,4,337.9075,250,2011-01-14,2011-09-21
12770,1351.45,1,1351.45,0,2011-05-13,2011-05-13
